id,dataset_name,category,source,last_updated,record_count,file_size_mb,created_at
541,it_tickets_0541,IT Tickets,Data Warehouse,2024-05-02,374066,2513.49,2024-03-31 21:23:51
542,hr_0542,HR,Third-party Vendor,2024-01-28,406173,986.48,2024-01-11 20:20:55
543,system_metrics_0543,System Metrics,Internal ETL,2023-04-07,70166,256.32,2023-03-21 15:48:59
544,finance_0544,Finance,Data Warehouse,2023-07-20,342280,3313.24,2023-05-27 07:56:32
545,operations_0545,Operations,Third-party Vendor,2024-04-22,261988,1361.19,2024-03-28 14:33:31
546,web_traffic_0546,Web Traffic,CSV Upload,2023-08-05,290012,470.0,2023-06-13 13:33:10
547,user_accounts_0547,User Accounts,Internal ETL,2024-06-09,200879,1335.23,2024-06-05 21:30:35
548,finance_0548,Finance,Data Warehouse,2023-08-31,145007,813.81,2023-07-04 14:37:04
549,marketing_analytics_0549,Marketing Analytics,SIEM Export,2023-05-02,445508,2590.06,2023-04-05 03:41:54
550,it_tickets_0550,IT Tickets,Manual Entry,2023-10-15,179420,124.66,2023-10-12 04:32:41
551,finance_0551,Finance,SIEM Export,2023-03-08,6321,62.25,2023-03-07 17:56:27
552,threat_intelligence_0552,Threat Intelligence,Manual Entry,2023-06-11,269056,2372.22,2023-05-28 00:47:27
553,marketing_analytics_0553,Marketing Analytics,Third-party Vendor,2023-04-15,86182,386.83,2023-03-09 12:28:57
554,system_metrics_0554,System Metrics,API Ingestion,2024-05-28,455120,1801.03,2024-04-15 06:27:24
555,operations_0555,Operations,Internal ETL,2023-03-10,64699,220.68,2023-02-18 12:19:09
556,operations_0556,Operations,Internal ETL,2023-09-08,326365,2016.08,2023-07-14 09:17:21
557,security_incidents_0557,Security Incidents,Manual Entry,2023-03-29,100750,640.57,2023-03-20 18:21:05
558,it_tickets_0558,IT Tickets,Data Warehouse,2024-05-10,164666,946.92,2024-03-23 02:04:07
559,marketing_analytics_0559,Marketing Analytics,API Ingestion,2024-05-24,300239,1282.03,2024-04-08 17:17:17
560,marketing_analytics_0560,Marketing Analytics,Third-party Vendor,2024-05-23,485637,1085.9,2024-04-13 06:53:16
561,network_logs_0561,Network Logs,Manual Entry,2023-03-31,86239,76.49,2023-03-12 15:52:15
562,threat_intelligence_0562,Threat Intelligence,SIEM Export,2024-01-29,179628,1405.77,2023-11-30 05:01:40
563,customer_support_0563,Customer Support,Manual Entry,2024-09-08,256433,2371.64,2024-09-05 15:15:19
564,system_metrics_0564,System Metrics,API Ingestion,2024-02-05,275677,837.7,2024-01-27 23:07:56
565,finance_0565,Finance,Third-party Vendor,2024-05-26,389468,2977.72,2024-05-13 20:46:07
566,threat_intelligence_0566,Threat Intelligence,Manual Entry,2023-03-05,308392,1607.52,2023-01-23 12:48:14
567,marketing_analytics_0567,Marketing Analytics,CSV Upload,2023-04-22,471514,1611.96,2023-02-23 06:56:01
568,marketing_analytics_0568,Marketing Analytics,Third-party Vendor,2024-07-05,327826,1758.12,2024-06-21 01:22:33
569,system_metrics_0569,System Metrics,Internal ETL,2024-04-10,198401,1180.64,2024-03-03 00:02:50
570,security_incidents_0570,Security Incidents,Data Warehouse,2024-08-20,355466,2223.07,2024-08-07 00:41:24
571,finance_0571,Finance,SIEM Export,2024-12-14,67482,513.49,2024-11-10 21:00:30
572,security_incidents_0572,Security Incidents,SIEM Export,2024-09-24,337404,2746.83,2024-09-12 20:20:25
573,user_accounts_0573,User Accounts,Manual Entry,2024-07-17,392723,2847.46,2024-06-30 12:57:29
574,threat_intelligence_0574,Threat Intelligence,SIEM Export,2024-04-30,185594,559.59,2024-04-15 11:53:58
575,customer_support_0575,Customer Support,API Ingestion,2023-01-14,409716,3232.08,2023-01-01 19:28:33
576,threat_intelligence_0576,Threat Intelligence,Data Warehouse,2023-04-26,444118,1974.83,2023-04-16 11:12:16
577,security_incidents_0577,Security Incidents,Manual Entry,2024-01-18,85668,199.16,2023-12-20 05:12:43
578,marketing_analytics_0578,Marketing Analytics,Data Warehouse,2024-04-12,301063,2326.11,2024-03-17 18:36:58
579,network_logs_0579,Network Logs,Third-party Vendor,2023-08-03,153563,1256.88,2023-06-14 11:03:05
580,network_logs_0580,Network Logs,CSV Upload,2023-02-03,133219,822.98,2023-01-08 08:53:38
581,marketing_analytics_0581,Marketing Analytics,CSV Upload,2023-07-10,127479,1101.02,2023-06-13 15:16:17
582,customer_support_0582,Customer Support,Data Warehouse,2023-09-11,381475,229.52,2023-08-09 09:00:09
583,system_metrics_0583,System Metrics,Data Warehouse,2023-11-01,381988,3431.42,2023-09-30 19:45:24
584,operations_0584,Operations,SIEM Export,2024-03-20,78828,237.58,2024-01-29 09:51:24
585,network_logs_0585,Network Logs,Data Warehouse,2023-11-13,219873,542.77,2023-10-08 04:39:56
586,it_tickets_0586,IT Tickets,API Ingestion,2023-08-15,131577,529.06,2023-06-20 07:05:21
587,marketing_analytics_0587,Marketing Analytics,Internal ETL,2024-09-17,453665,1119.77,2024-08-22 15:50:14
588,it_tickets_0588,IT Tickets,SIEM Export,2023-09-05,312336,2256.27,2023-08-26 15:30:00
589,system_metrics_0589,System Metrics,Internal ETL,2023-11-12,40827,192.51,2023-11-06 03:11:40
590,web_traffic_0590,Web Traffic,Data Warehouse,2024-12-04,213386,405.92,2024-11-28 07:29:12
591,web_traffic_0591,Web Traffic,CSV Upload,2023-11-03,110042,1010.74,2023-11-01 21:58:19
592,security_incidents_0592,Security Incidents,Internal ETL,2023-08-02,172059,325.68,2023-07-19 04:17:31
593,marketing_analytics_0593,Marketing Analytics,Data Warehouse,2023-12-11,191295,220.48,2023-10-12 23:30:18
594,network_logs_0594,Network Logs,CSV Upload,2024-04-26,280000,933.17,2024-03-30 01:52:44
595,hr_0595,HR,Manual Entry,2024-07-28,373032,410.3,2024-07-16 19:13:58
596,customer_support_0596,Customer Support,API Ingestion,2023-08-15,27346,179.09,2023-07-26 04:06:12
597,user_accounts_0597,User Accounts,Internal ETL,2024-12-28,428063,2537.5,2024-12-08 17:33:14
598,user_accounts_0598,User Accounts,Data Warehouse,2024-04-27,82765,258.67,2024-03-19 04:18:57
599,network_logs_0599,Network Logs,Internal ETL,2023-06-04,94743,325.1,2023-05-10 20:08:31
600,operations_0600,Operations,Third-party Vendor,2023-04-02,280227,1812.54,2023-02-04 13:12:32
601,operations_0601,Operations,API Ingestion,2024-01-01,11018,58.08,2023-11-28 18:23:35
602,finance_0602,Finance,CSV Upload,2024-07-08,164577,853.62,2024-06-03 05:13:42
603,security_incidents_0603,Security Incidents,CSV Upload,2024-11-08,302692,1166.36,2024-09-13 11:11:04
604,operations_0604,Operations,Manual Entry,2024-09-06,83023,106.3,2024-08-13 15:55:16
605,system_metrics_0605,System Metrics,Data Warehouse,2024-11-06,466629,3717.72,2024-10-23 08:18:28
606,customer_support_0606,Customer Support,API Ingestion,2024-10-02,51715,499.0,2024-08-18 03:42:58
607,web_traffic_0607,Web Traffic,SIEM Export,2024-03-29,245028,1450.21,2024-02-09 15:11:58
608,it_tickets_0608,IT Tickets,Internal ETL,2024-03-17,137394,477.75,2024-03-07 21:57:51
609,network_logs_0609,Network Logs,API Ingestion,2024-07-05,324414,2524.66,2024-05-28 02:26:29
610,user_accounts_0610,User Accounts,SIEM Export,2024-05-20,25078,19.32,2024-04-11 16:58:20
611,network_logs_0611,Network Logs,CSV Upload,2024-01-23,87433,858.08,2023-12-25 13:31:27
612,it_tickets_0612,IT Tickets,CSV Upload,2024-03-12,57431,441.69,2024-03-08 15:02:38
613,marketing_analytics_0613,Marketing Analytics,Manual Entry,2023-07-30,190284,1515.39,2023-07-17 22:18:01
614,customer_support_0614,Customer Support,Data Warehouse,2023-03-16,21030,22.92,2023-01-24 16:12:05
615,threat_intelligence_0615,Threat Intelligence,SIEM Export,2024-01-08,457197,1671.7,2023-11-22 16:07:33
616,finance_0616,Finance,Data Warehouse,2023-03-19,251952,1393.65,2023-02-24 23:54:54
617,finance_0617,Finance,Data Warehouse,2024-04-22,302433,1478.62,2024-03-13 11:40:00
618,threat_intelligence_0618,Threat Intelligence,API Ingestion,2023-05-22,25243,155.45,2023-05-09 21:10:22
619,marketing_analytics_0619,Marketing Analytics,Manual Entry,2023-04-25,160128,1117.46,2023-03-15 00:55:35
620,security_incidents_0620,Security Incidents,Internal ETL,2023-07-16,42593,273.74,2023-06-12 01:34:23
621,system_metrics_0621,System Metrics,SIEM Export,2024-09-14,388076,1283.34,2024-08-03 21:13:06
622,user_accounts_0622,User Accounts,Third-party Vendor,2023-02-19,78719,662.19,2023-02-16 21:29:17
623,customer_support_0623,Customer Support,Data Warehouse,2024-03-01,457063,2753.1,2024-01-03 12:19:05
624,hr_0624,HR,SIEM Export,2024-11-06,189005,1660.84,2024-09-17 22:59:47
625,system_metrics_0625,System Metrics,Internal ETL,2023-06-05,496793,2200.84,2023-04-17 07:40:00
626,operations_0626,Operations,CSV Upload,2024-03-03,63263,71.94,2024-02-11 12:49:38
627,it_tickets_0627,IT Tickets,Manual Entry,2024-03-22,214325,420.94,2024-02-06 06:20:32
628,finance_0628,Finance,Manual Entry,2023-04-26,50643,183.55,2023-04-11 04:47:56
629,threat_intelligence_0629,Threat Intelligence,CSV Upload,2024-10-12,239902,606.65,2024-10-03 09:28:00
630,it_tickets_0630,IT Tickets,Internal ETL,2024-02-24,64975,143.99,2024-01-20 13:04:48
631,threat_intelligence_0631,Threat Intelligence,SIEM Export,2023-05-24,61161,41.59,2023-05-08 13:00:15
632,web_traffic_0632,Web Traffic,Third-party Vendor,2024-01-08,270332,2643.21,2023-12-20 10:44:11
633,finance_0633,Finance,SIEM Export,2024-03-17,43914,95.77,2024-03-16 02:10:48
634,web_traffic_0634,Web Traffic,API Ingestion,2023-11-18,186069,1385.15,2023-10-23 02:49:14
635,it_tickets_0635,IT Tickets,Manual Entry,2024-11-05,483156,4723.84,2024-09-12 02:50:14
636,user_accounts_0636,User Accounts,API Ingestion,2023-10-08,419346,2135.91,2023-08-21 22:50:08
637,customer_support_0637,Customer Support,CSV Upload,2023-03-23,272359,1779.73,2023-02-11 10:22:03
638,it_tickets_0638,IT Tickets,CSV Upload,2023-10-16,389128,520.45,2023-10-06 20:36:29
639,hr_0639,HR,SIEM Export,2024-12-10,59005,389.82,2024-10-21 05:53:22
640,user_accounts_0640,User Accounts,API Ingestion,2024-09-30,265624,2092.43,2024-08-24 15:41:45
641,threat_intelligence_0641,Threat Intelligence,SIEM Export,2023-04-01,386421,2373.17,2023-03-03 03:39:58
642,system_metrics_0642,System Metrics,Manual Entry,2023-12-04,413724,3190.0,2023-10-23 12:06:30
643,security_incidents_0643,Security Incidents,API Ingestion,2023-01-07,440117,792.27,2023-01-01 14:36:36
644,threat_intelligence_0644,Threat Intelligence,API Ingestion,2023-08-31,61236,499.45,2023-07-07 20:19:55
645,user_accounts_0645,User Accounts,Third-party Vendor,2023-10-04,301756,2377.55,2023-09-14 12:46:20
646,user_accounts_0646,User Accounts,Third-party Vendor,2023-08-08,369502,1938.34,2023-07-28 12:09:06
647,threat_intelligence_0647,Threat Intelligence,API Ingestion,2024-05-06,387421,710.53,2024-03-29 07:44:00
648,hr_0648,HR,API Ingestion,2023-07-26,473592,978.34,2023-07-18 04:05:35
649,user_accounts_0649,User Accounts,Manual Entry,2023-11-24,168639,124.63,2023-10-15 21:48:46
650,threat_intelligence_0650,Threat Intelligence,Third-party Vendor,2023-10-10,379410,1355.17,2023-08-21 00:28:57
651,user_accounts_0651,User Accounts,Data Warehouse,2024-07-31,290611,1278.03,2024-06-29 17:01:07
652,network_logs_0652,Network Logs,API Ingestion,2023-04-13,239222,1815.19,2023-03-19 09:01:53
653,finance_0653,Finance,Manual Entry,2024-02-11,36757,210.57,2024-01-13 07:17:57
654,marketing_analytics_0654,Marketing Analytics,Third-party Vendor,2024-10-08,26574,182.26,2024-08-19 10:39:34
655,finance_0655,Finance,Internal ETL,2024-05-03,27946,233.64,2024-04-10 10:28:07
656,finance_0656,Finance,API Ingestion,2024-10-18,426813,2721.56,2024-08-25 03:48:39
657,finance_0657,Finance,SIEM Export,2024-01-31,256171,460.22,2023-12-12 23:13:01
658,customer_support_0658,Customer Support,CSV Upload,2023-01-01,191126,684.31,2023-01-01 17:56:22
659,marketing_analytics_0659,Marketing Analytics,Manual Entry,2024-11-30,102805,760.56,2024-10-20 12:12:46
660,hr_0660,HR,Internal ETL,2024-11-03,82106,671.89,2024-09-22 05:06:41
661,operations_0661,Operations,SIEM Export,2023-06-28,334470,2622.54,2023-06-01 15:52:42
662,finance_0662,Finance,Data Warehouse,2023-11-21,48407,257.07,2023-10-04 04:01:30
663,hr_0663,HR,API Ingestion,2023-09-02,353756,1990.27,2023-08-29 05:03:03
664,system_metrics_0664,System Metrics,API Ingestion,2024-12-12,377472,1471.3,2024-11-27 16:05:53
665,hr_0665,HR,Data Warehouse,2024-11-05,19964,45.2,2024-09-25 16:48:46
666,it_tickets_0666,IT Tickets,Manual Entry,2024-07-11,256360,1530.07,2024-05-20 13:58:07
667,operations_0667,Operations,SIEM Export,2024-06-20,451233,3837.24,2024-06-11 08:03:00
668,threat_intelligence_0668,Threat Intelligence,CSV Upload,2023-04-23,433848,620.87,2023-03-05 08:17:05
669,network_logs_0669,Network Logs,CSV Upload,2024-04-11,41098,191.35,2024-04-08 20:45:46
670,customer_support_0670,Customer Support,Internal ETL,2024-04-14,194635,626.8,2024-03-11 02:33:40
671,threat_intelligence_0671,Threat Intelligence,Data Warehouse,2024-01-03,307181,2873.07,2023-12-05 23:55:37
672,system_metrics_0672,System Metrics,Data Warehouse,2023-07-30,296921,954.91,2023-07-06 23:26:54
673,hr_0673,HR,API Ingestion,2024-08-03,290955,2635.92,2024-06-19 06:41:55
674,security_incidents_0674,Security Incidents,Manual Entry,2024-01-12,179030,1592.96,2023-12-12 05:07:46
675,user_accounts_0675,User Accounts,Manual Entry,2023-11-03,47305,396.43,2023-09-08 03:04:09
676,hr_0676,HR,Third-party Vendor,2024-07-11,394024,3856.09,2024-06-09 04:29:59
677,user_accounts_0677,User Accounts,API Ingestion,2023-04-10,172842,1525.57,2023-03-24 07:07:04
678,customer_support_0678,Customer Support,SIEM Export,2023-12-17,175706,1257.1,2023-11-23 15:29:18
679,web_traffic_0679,Web Traffic,API Ingestion,2024-09-02,398437,2458.91,2024-07-27 16:15:21
680,user_accounts_0680,User Accounts,SIEM Export,2024-09-09,128891,619.52,2024-08-22 06:55:48
681,finance_0681,Finance,Data Warehouse,2024-07-10,331385,1857.39,2024-07-01 02:40:18
682,network_logs_0682,Network Logs,Internal ETL,2024-05-11,71046,61.6,2024-03-24 21:19:11
683,finance_0683,Finance,Data Warehouse,2024-06-24,127930,374.45,2024-05-14 00:26:35
684,security_incidents_0684,Security Incidents,Data Warehouse,2024-02-24,357561,354.5,2024-01-03 22:03:42
685,finance_0685,Finance,Data Warehouse,2023-11-12,456663,378.31,2023-11-04 06:56:59
686,system_metrics_0686,System Metrics,API Ingestion,2023-05-17,377687,2928.34,2023-04-19 00:34:33
687,security_incidents_0687,Security Incidents,API Ingestion,2024-07-14,187263,702.13,2024-06-16 10:54:00
688,security_incidents_0688,Security Incidents,Manual Entry,2023-01-02,289539,2227.55,2023-01-01 08:21:08
689,operations_0689,Operations,CSV Upload,2024-03-06,283401,2652.3,2024-03-03 18:46:43
690,security_incidents_0690,Security Incidents,Third-party Vendor,2023-03-23,112202,85.54,2023-03-13 17:34:37
691,finance_0691,Finance,Third-party Vendor,2023-06-15,338641,1138.38,2023-04-20 04:08:10
692,user_accounts_0692,User Accounts,API Ingestion,2023-08-10,265130,1941.53,2023-08-01 04:42:01
693,marketing_analytics_0693,Marketing Analytics,Third-party Vendor,2023-05-04,469352,2945.91,2023-03-31 16:24:40
694,finance_0694,Finance,Internal ETL,2023-07-18,187658,1546.55,2023-07-16 12:44:46
695,network_logs_0695,Network Logs,Data Warehouse,2023-04-24,101690,774.39,2023-03-01 20:58:22
696,hr_0696,HR,Data Warehouse,2023-12-05,373946,2300.22,2023-11-18 14:23:39
697,hr_0697,HR,CSV Upload,2023-12-23,121922,642.31,2023-11-05 03:16:27
698,finance_0698,Finance,SIEM Export,2023-08-10,362323,1971.17,2023-06-25 23:12:51
699,web_traffic_0699,Web Traffic,CSV Upload,2024-11-14,333733,1078.49,2024-09-22 08:34:58
700,system_metrics_0700,System Metrics,CSV Upload,2023-08-03,270217,2067.58,2023-06-16 01:16:03
701,web_traffic_0701,Web Traffic,CSV Upload,2024-10-05,244122,1793.78,2024-09-27 20:02:02
702,marketing_analytics_0702,Marketing Analytics,Internal ETL,2023-04-03,399184,3233.1,2023-03-25 18:31:12
703,network_logs_0703,Network Logs,CSV Upload,2023-08-20,446101,4009.63,2023-08-13 10:26:54
704,web_traffic_0704,Web Traffic,Third-party Vendor,2024-07-03,491765,2694.82,2024-06-08 18:13:36
705,network_logs_0705,Network Logs,CSV Upload,2023-10-14,247653,1522.09,2023-09-25 12:13:41
706,user_accounts_0706,User Accounts,Manual Entry,2023-02-15,403160,1740.87,2023-01-02 11:29:42
707,it_tickets_0707,IT Tickets,API Ingestion,2023-06-20,14143,18.44,2023-06-20 03:13:02
708,web_traffic_0708,Web Traffic,Internal ETL,2024-06-25,275007,2558.83,2024-04-29 06:01:42
709,user_accounts_0709,User Accounts,API Ingestion,2024-02-17,134884,964.25,2024-02-17 17:19:35
710,marketing_analytics_0710,Marketing Analytics,CSV Upload,2023-11-01,136722,211.99,2023-09-09 21:55:56
711,marketing_analytics_0711,Marketing Analytics,API Ingestion,2023-07-08,293981,2747.34,2023-05-18 10:43:28
712,user_accounts_0712,User Accounts,Data Warehouse,2024-08-27,337764,2532.64,2024-07-12 06:14:04
713,operations_0713,Operations,Third-party Vendor,2023-08-21,270752,508.04,2023-07-01 10:22:53
714,it_tickets_0714,IT Tickets,SIEM Export,2023-12-23,476468,780.12,2023-11-15 20:05:21
715,web_traffic_0715,Web Traffic,Data Warehouse,2023-05-29,58633,462.4,2023-05-19 23:51:47
716,customer_support_0716,Customer Support,SIEM Export,2024-04-27,371117,3438.75,2024-04-14 17:33:11
717,it_tickets_0717,IT Tickets,Internal ETL,2023-01-08,331896,2501.22,2023-01-01 14:16:51
718,web_traffic_0718,Web Traffic,SIEM Export,2024-07-02,429732,4180.69,2024-05-23 05:47:13
719,user_accounts_0719,User Accounts,Manual Entry,2023-07-30,51814,284.6,2023-06-19 17:56:58
720,hr_0720,HR,API Ingestion,2024-06-26,378161,2577.07,2024-06-20 12:58:25
721,it_tickets_0721,IT Tickets,API Ingestion,2024-02-14,160136,1561.9,2023-12-19 01:05:07
722,operations_0722,Operations,SIEM Export,2023-01-15,104696,431.64,2023-01-01 05:43:03
723,it_tickets_0723,IT Tickets,CSV Upload,2024-06-02,266718,403.9,2024-05-03 02:05:16
724,network_logs_0724,Network Logs,Data Warehouse,2024-10-07,33644,55.96,2024-09-21 17:23:19
725,security_incidents_0725,Security Incidents,API Ingestion,2024-09-24,184866,1620.26,2024-08-27 14:29:09
726,operations_0726,Operations,SIEM Export,2024-11-28,76175,209.25,2024-10-03 05:38:13
727,finance_0727,Finance,Manual Entry,2024-12-23,218126,235.98,2024-11-30 14:00:48
728,it_tickets_0728,IT Tickets,CSV Upload,2024-05-12,115108,285.47,2024-05-12 18:17:55
729,network_logs_0729,Network Logs,Manual Entry,2023-02-13,354820,2132.64,2023-01-01 10:55:37
730,operations_0730,Operations,Data Warehouse,2024-07-06,452315,1042.82,2024-06-10 02:53:21
731,marketing_analytics_0731,Marketing Analytics,API Ingestion,2023-04-27,335994,2637.14,2023-04-01 01:34:12
732,finance_0732,Finance,Data Warehouse,2023-01-08,479516,4339.42,2023-01-01 03:45:58
733,threat_intelligence_0733,Threat Intelligence,Data Warehouse,2024-04-11,384492,889.41,2024-03-24 00:31:19
734,threat_intelligence_0734,Threat Intelligence,CSV Upload,2023-05-27,214253,646.83,2023-04-16 17:22:19
735,marketing_analytics_0735,Marketing Analytics,CSV Upload,2024-10-22,111926,533.65,2024-09-28 02:13:56
736,threat_intelligence_0736,Threat Intelligence,Manual Entry,2023-10-11,45188,156.04,2023-08-19 08:13:01
737,system_metrics_0737,System Metrics,SIEM Export,2023-02-19,414987,2618.05,2023-02-09 11:42:57
738,customer_support_0738,Customer Support,Data Warehouse,2023-10-24,181426,175.09,2023-08-29 02:41:48
739,network_logs_0739,Network Logs,CSV Upload,2023-02-21,429476,2757.35,2023-01-01 08:11:11
740,hr_0740,HR,Internal ETL,2024-10-23,421361,1846.39,2024-10-13 13:46:14
741,user_accounts_0741,User Accounts,API Ingestion,2023-04-18,30261,48.4,2023-04-18 12:03:37
742,system_metrics_0742,System Metrics,Third-party Vendor,2024-04-25,278139,1033.14,2024-04-09 02:09:53
743,system_metrics_0743,System Metrics,Third-party Vendor,2024-08-24,303618,2324.04,2024-07-30 04:51:00
744,user_accounts_0744,User Accounts,Internal ETL,2024-08-02,100166,708.31,2024-07-21 16:07:08
745,marketing_analytics_0745,Marketing Analytics,Data Warehouse,2023-10-26,194562,529.17,2023-09-21 16:02:23
746,network_logs_0746,Network Logs,Third-party Vendor,2023-01-05,172579,1554.35,2023-01-01 17:38:36
747,marketing_analytics_0747,Marketing Analytics,Manual Entry,2024-07-18,252423,1131.22,2024-06-08 23:02:17
748,web_traffic_0748,Web Traffic,Third-party Vendor,2023-08-26,233939,425.74,2023-07-02 00:50:36
749,network_logs_0749,Network Logs,Internal ETL,2023-09-10,135852,611.68,2023-08-02 04:19:34
750,threat_intelligence_0750,Threat Intelligence,Third-party Vendor,2024-01-17,497700,1088.84,2024-01-09 19:33:53
751,it_tickets_0751,IT Tickets,Third-party Vendor,2024-01-14,297687,2082.77,2023-12-24 23:24:42
752,finance_0752,Finance,Third-party Vendor,2024-05-22,42687,203.54,2024-04-01 07:40:15
753,user_accounts_0753,User Accounts,Manual Entry,2023-03-15,271859,1104.8,2023-02-20 00:56:56
754,it_tickets_0754,IT Tickets,Internal ETL,2023-12-12,100224,890.48,2023-11-20 15:10:12
755,user_accounts_0755,User Accounts,API Ingestion,2024-09-06,67859,165.19,2024-07-26 13:53:02
756,system_metrics_0756,System Metrics,SIEM Export,2024-03-15,295442,2873.91,2024-03-06 22:42:08
757,web_traffic_0757,Web Traffic,CSV Upload,2024-03-15,155299,89.78,2024-01-25 07:03:09
758,customer_support_0758,Customer Support,Internal ETL,2024-05-12,138283,525.41,2024-04-07 02:55:11
759,system_metrics_0759,System Metrics,API Ingestion,2024-06-13,106100,387.77,2024-04-21 17:01:58
760,customer_support_0760,Customer Support,Data Warehouse,2024-08-26,482617,381.99,2024-06-28 22:36:12
761,marketing_analytics_0761,Marketing Analytics,Manual Entry,2024-04-07,124628,465.06,2024-04-04 10:22:36
762,user_accounts_0762,User Accounts,API Ingestion,2024-12-16,152527,653.92,2024-11-04 07:03:13
763,network_logs_0763,Network Logs,API Ingestion,2023-12-07,203793,820.43,2023-10-08 14:46:48
764,it_tickets_0764,IT Tickets,Manual Entry,2024-02-28,59246,486.36,2024-01-18 00:03:56
765,operations_0765,Operations,CSV Upload,2023-04-23,256460,1399.05,2023-02-23 03:13:46
766,security_incidents_0766,Security Incidents,CSV Upload,2024-09-09,314194,980.04,2024-07-16 16:57:15
767,it_tickets_0767,IT Tickets,SIEM Export,2024-09-14,129802,345.06,2024-08-10 07:10:28
768,web_traffic_0768,Web Traffic,Manual Entry,2023-06-17,409775,1160.15,2023-05-10 06:20:09
769,user_accounts_0769,User Accounts,Data Warehouse,2024-04-13,450489,4028.26,2024-02-17 17:13:25
770,web_traffic_0770,Web Traffic,Internal ETL,2024-04-26,251927,1429.01,2024-03-10 01:42:42
771,marketing_analytics_0771,Marketing Analytics,CSV Upload,2023-02-12,189349,1037.41,2023-01-19 21:28:45
772,customer_support_0772,Customer Support,Third-party Vendor,2024-05-20,40750,104.22,2024-04-23 10:47:20
773,customer_support_0773,Customer Support,Third-party Vendor,2023-01-06,38203,329.63,2023-01-01 12:33:03
774,operations_0774,Operations,CSV Upload,2024-02-17,442315,1247.54,2024-01-27 01:09:06
775,operations_0775,Operations,CSV Upload,2024-03-21,438918,4219.65,2024-03-14 03:32:35
776,hr_0776,HR,CSV Upload,2023-01-21,145233,137.16,2023-01-01 00:09:56
777,customer_support_0777,Customer Support,Internal ETL,2023-11-15,374077,1959.63,2023-09-29 08:07:05
778,system_metrics_0778,System Metrics,Internal ETL,2024-11-13,361650,378.06,2024-10-27 05:34:54
779,it_tickets_0779,IT Tickets,Data Warehouse,2023-11-22,301964,2741.83,2023-10-05 16:45:52
780,operations_0780,Operations,Manual Entry,2024-06-11,347564,2464.15,2024-05-05 23:52:07
781,operations_0781,Operations,API Ingestion,2023-11-12,115961,719.99,2023-09-20 12:29:03
782,user_accounts_0782,User Accounts,API Ingestion,2023-04-20,2566,3.27,2023-03-24 23:16:04
783,operations_0783,Operations,Third-party Vendor,2023-11-08,183279,1277.73,2023-10-09 23:40:49
784,operations_0784,Operations,SIEM Export,2024-10-21,206245,940.54,2024-09-19 18:10:50
785,operations_0785,Operations,Third-party Vendor,2023-07-17,342704,1440.23,2023-06-11 15:14:15
786,customer_support_0786,Customer Support,API Ingestion,2024-07-14,468568,3266.94,2024-05-25 05:34:34
787,user_accounts_0787,User Accounts,API Ingestion,2024-08-29,451332,2015.76,2024-07-17 08:26:21
788,finance_0788,Finance,Third-party Vendor,2023-02-13,158272,811.27,2023-01-22 07:34:01
789,operations_0789,Operations,CSV Upload,2023-12-15,474008,2383.48,2023-10-24 19:22:43
790,system_metrics_0790,System Metrics,Third-party Vendor,2023-12-24,312503,2895.4,2023-11-13 06:55:01
791,network_logs_0791,Network Logs,API Ingestion,2023-03-16,69181,401.24,2023-02-23 03:51:40
792,security_incidents_0792,Security Incidents,Manual Entry,2024-01-21,17357,149.64,2023-12-08 11:03:55
793,web_traffic_0793,Web Traffic,Manual Entry,2023-07-29,148711,307.7,2023-07-06 16:54:40
794,customer_support_0794,Customer Support,Data Warehouse,2024-11-25,332447,1414.06,2024-11-25 05:21:10
795,hr_0795,HR,CSV Upload,2023-09-04,51317,30.05,2023-07-22 15:08:48
796,security_incidents_0796,Security Incidents,CSV Upload,2023-06-25,163741,1043.56,2023-05-11 16:32:42
797,threat_intelligence_0797,Threat Intelligence,Data Warehouse,2023-02-04,365128,1331.34,2023-01-03 20:49:41
798,it_tickets_0798,IT Tickets,CSV Upload,2024-08-06,16414,130.06,2024-07-30 20:36:33
799,hr_0799,HR,Manual Entry,2024-12-02,331313,215.41,2024-11-23 22:14:29
800,marketing_analytics_0800,Marketing Analytics,CSV Upload,2023-12-16,82460,181.14,2023-11-27 12:48:58
801,marketing_analytics_0801,Marketing Analytics,CSV Upload,2023-07-04,52110,495.34,2023-05-23 03:23:26
802,marketing_analytics_0802,Marketing Analytics,Data Warehouse,2024-08-05,479301,1625.24,2024-06-19 18:37:23
803,customer_support_0803,Customer Support,Internal ETL,2024-03-12,31584,204.97,2024-02-28 14:41:00
804,it_tickets_0804,IT Tickets,Data Warehouse,2024-12-31,99277,434.37,2024-11-10 04:58:50
805,hr_0805,HR,Manual Entry,2024-02-20,388206,1640.55,2024-01-18 11:32:26
806,operations_0806,Operations,SIEM Export,2024-06-08,32249,294.92,2024-05-03 05:24:57
807,network_logs_0807,Network Logs,Internal ETL,2024-11-02,59249,343.4,2024-10-11 05:45:53
808,finance_0808,Finance,Third-party Vendor,2024-06-04,10167,33.09,2024-04-26 20:54:43
809,web_traffic_0809,Web Traffic,CSV Upload,2024-05-20,231433,2165.11,2024-04-10 16:16:51
810,marketing_analytics_0810,Marketing Analytics,Third-party Vendor,2024-02-14,362739,1721.91,2024-01-10 07:37:27
811,system_metrics_0811,System Metrics,Data Warehouse,2024-07-19,446948,2867.15,2024-07-18 04:22:05
