id,date,incident_type,severity,status,description,reported_by,created_at
462,2024-04-16,Ransomware,High,Open,Ransomware incident with high severity; status currently open.,mallory,2024-04-16 16:27:29
463,2024-07-12,Ransomware,Medium,Mitigated,Ransomware incident with medium severity; status currently mitigated.,charlie,2024-07-12 21:10:32
464,2025-08-21,Insider Threat,Low,Mitigated,Insider Threat incident with low severity; status currently mitigated.,eve,2025-08-21 14:50:00
465,2024-03-27,Malware,Low,Closed,Malware incident with low severity; status currently closed.,charlie,2024-03-27 03:53:17
466,2024-05-18,Vulnerability Exploit,High,Mitigated,Vulnerability Exploit incident with high severity; status currently mitigated.,eve,2024-05-18 20:59:01
467,2025-12-15,Insider Threat,Low,Investigating,Insider Threat incident with low severity; status currently investigating.,charlie,2025-12-15 17:58:25
468,2025-04-09,Vulnerability Exploit,Medium,Mitigated,Vulnerability Exploit incident with medium severity; status currently mitigated.,heidi,2025-04-09 15:59:22
469,2024-08-12,Ransomware,Low,Closed,Ransomware incident with low severity; status currently closed.,bob,2024-08-12 01:25:44
470,2025-06-23,Malware,High,Closed,Malware incident with high severity; status currently closed.,oscar,2025-06-23 05:26:01
471,2025-06-28,Brute Force,High,Closed,Brute Force incident with high severity; status currently closed.,diana,2025-06-28 01:33:24
472,2024-01-16,Malware,Medium,Mitigated,Malware incident with medium severity; status currently mitigated.,eve,2024-01-16 08:09:00
473,2025-01-08,DDoS,Medium,Investigating,DDoS incident with medium severity; status currently investigating.,charlie,2025-01-08 04:58:55
474,2025-01-24,Insider Threat,Medium,Investigating,Insider Threat incident with medium severity; status currently investigating.,eve,2025-01-24 12:35:24
475,2025-01-12,Brute Force,Medium,Closed,Brute Force incident with medium severity; status currently closed.,charlie,2025-01-12 04:46:46
476,2024-02-14,DDoS,Low,Investigating,DDoS incident with low severity; status currently investigating.,eve,2024-02-14 08:59:28
477,2024-06-07,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,mallory,2024-06-07 05:27:36
478,2024-08-19,Insider Threat,Low,Closed,Insider Threat incident with low severity; status currently closed.,judy,2024-08-19 19:43:11
479,2025-12-19,Vulnerability Exploit,High,Investigating,Vulnerability Exploit incident with high severity; status currently investigating.,alice,2025-12-19 20:11:30
480,2024-04-04,Insider Threat,High,Closed,Insider Threat incident with high severity; status currently closed.,bob,2024-04-04 16:52:45
481,2024-05-27,Insider Threat,Medium,Open,Insider Threat incident with medium severity; status currently open.,judy,2024-05-27 23:19:43
482,2024-09-30,Ransomware,Medium,Open,Ransomware incident with medium severity; status currently open.,diana,2024-09-30 22:52:32
483,2025-02-09,Insider Threat,High,Mitigated,Insider Threat incident with high severity; status currently mitigated.,bob,2025-02-09 03:23:48
484,2024-07-01,Data Breach,Medium,Mitigated,Data Breach incident with medium severity; status currently mitigated.,bob,2024-07-01 10:12:00
485,2024-10-29,Vulnerability Exploit,High,Mitigated,Vulnerability Exploit incident with high severity; status currently mitigated.,eve,2024-10-29 08:42:32
486,2025-01-06,Insider Threat,Medium,Open,Insider Threat incident with medium severity; status currently open.,charlie,2025-01-06 18:02:51
487,2025-12-22,DDoS,High,Investigating,DDoS incident with high severity; status currently investigating.,diana,2025-12-22 15:35:20
488,2025-05-22,Brute Force,Medium,Open,Brute Force incident with medium severity; status currently open.,judy,2025-05-22 03:41:10
489,2025-11-15,Malware,Medium,Investigating,Malware incident with medium severity; status currently investigating.,oscar,2025-11-15 11:08:08
490,2024-07-20,Data Breach,Medium,Open,Data Breach incident with medium severity; status currently open.,judy,2024-07-20 16:41:39
491,2025-03-28,Phishing,High,Closed,Phishing incident with high severity; status currently closed.,mallory,2025-03-28 21:50:34
492,2024-04-01,Data Breach,High,Investigating,Data Breach incident with high severity; status currently investigating.,bob,2024-04-01 23:05:37
493,2025-02-27,DDoS,High,Mitigated,DDoS incident with high severity; status currently mitigated.,judy,2025-02-27 01:15:08
494,2025-09-05,Data Breach,High,Investigating,Data Breach incident with high severity; status currently investigating.,mallory,2025-09-05 14:54:31
495,2025-10-14,Insider Threat,Medium,Closed,Insider Threat incident with medium severity; status currently closed.,heidi,2025-10-14 06:21:58
496,2024-05-08,Phishing,High,Investigating,Phishing incident with high severity; status currently investigating.,eve,2024-05-08 12:16:21
497,2025-09-01,Data Breach,High,Investigating,Data Breach incident with high severity; status currently investigating.,oscar,2025-09-01 13:37:42
498,2025-01-13,Data Breach,Low,Mitigated,Data Breach incident with low severity; status currently mitigated.,heidi,2025-01-13 04:50:08
499,2024-05-07,Insider Threat,Low,Investigating,Insider Threat incident with low severity; status currently investigating.,mallory,2024-05-07 20:58:56
500,2025-05-21,Brute Force,Medium,Mitigated,Brute Force incident with medium severity; status currently mitigated.,judy,2025-05-21 11:58:46
501,2024-12-07,DDoS,Medium,Monitoring,DDoS incident with medium severity; status currently monitoring.,oscar,2024-12-07 06:22:15
502,2025-11-25,Unauthorized Access,Low,Monitoring,Unauthorized Access incident with low severity; status currently monitoring.,ivan,2025-11-25 07:59:54
503,2025-12-06,Insider Threat,Low,Mitigated,Insider Threat incident with low severity; status currently mitigated.,grace,2025-12-06 10:41:01
504,2025-11-15,Password Spray,Medium,Mitigated,Password Spray incident with medium severity; status currently mitigated.,ivan,2025-11-15 00:06:04
505,2024-10-20,Insider Threat,Critical,Open,Insider Threat incident with critical severity; status currently open.,eve,2024-10-20 09:15:14
506,2025-11-22,Data Breach,Medium,Mitigated,Data Breach incident with medium severity; status currently mitigated.,grace,2025-11-22 15:15:48
507,2024-12-13,DDoS,Medium,Investigating,DDoS incident with medium severity; status currently investigating.,frank,2024-12-13 09:06:50
508,2025-04-16,Password Spray,Low,Closed,Password Spray incident with low severity; status currently closed.,frank,2025-04-16 16:31:33
509,2025-05-05,Vulnerability Exploit,Medium,Closed,Vulnerability Exploit incident with medium severity; status currently closed.,oscar,2025-05-05 20:58:12
510,2024-08-04,DDoS,High,Open,DDoS incident with high severity; status currently open.,judy,2024-08-04 03:38:19
511,2024-12-18,Malware,Medium,Investigating,Malware incident with medium severity; status currently investigating.,eve,2024-12-18 22:10:20
512,2025-08-17,Brute Force,Medium,Mitigated,Brute Force incident with medium severity; status currently mitigated.,bob,2025-08-17 17:01:43
513,2025-02-16,Vulnerability Exploit,Low,Closed,Vulnerability Exploit incident with low severity; status currently closed.,eve,2025-02-16 18:35:33
514,2024-05-18,Ransomware,Critical,Closed,Ransomware incident with critical severity; status currently closed.,heidi,2024-05-18 07:08:57
515,2024-02-11,Vulnerability Exploit,Medium,Closed,Vulnerability Exploit incident with medium severity; status currently closed.,mallory,2024-02-11 19:23:30
516,2025-11-12,Password Spray,Critical,Investigating,Password Spray incident with critical severity; status currently investigating.,oscar,2025-11-12 12:01:27
517,2024-07-20,Unauthorized Access,Critical,Investigating,Unauthorized Access incident with critical severity; status currently investigating.,eve,2024-07-20 20:38:22
518,2024-06-22,Password Spray,Critical,Investigating,Password Spray incident with critical severity; status currently investigating.,heidi,2024-06-22 20:16:04
519,2024-04-18,Ransomware,High,Closed,Ransomware incident with high severity; status currently closed.,oscar,2024-04-18 20:11:41
520,2025-06-17,Phishing,High,Closed,Phishing incident with high severity; status currently closed.,mallory,2025-06-17 23:35:54
521,2024-12-03,Vulnerability Exploit,Low,Monitoring,Vulnerability Exploit incident with low severity; status currently monitoring.,heidi,2024-12-03 19:25:52
522,2024-11-22,Brute Force,High,Mitigated,Brute Force incident with high severity; status currently mitigated.,charlie,2024-11-22 12:35:05
523,2024-07-20,Ransomware,Medium,Investigating,Ransomware incident with medium severity; status currently investigating.,ivan,2024-07-20 14:01:31
524,2024-04-28,Brute Force,High,Open,Brute Force incident with high severity; status currently open.,ivan,2024-04-28 07:42:51
525,2024-03-20,Data Breach,High,Investigating,Data Breach incident with high severity; status currently investigating.,charlie,2024-03-20 22:07:47
526,2025-03-06,Data Breach,High,Mitigated,Data Breach incident with high severity; status currently mitigated.,mallory,2025-03-06 05:31:47
527,2024-10-11,DDoS,Medium,Mitigated,DDoS incident with medium severity; status currently mitigated.,grace,2024-10-11 12:19:44
528,2025-07-12,Ransomware,Medium,Closed,Ransomware incident with medium severity; status currently closed.,eve,2025-07-12 13:35:40
529,2025-10-05,DDoS,Medium,Open,DDoS incident with medium severity; status currently open.,bob,2025-10-05 14:55:02
530,2025-06-13,Data Breach,Low,Closed,Data Breach incident with low severity; status currently closed.,ivan,2025-06-13 13:30:27
531,2024-10-09,Vulnerability Exploit,High,Closed,Vulnerability Exploit incident with high severity; status currently closed.,judy,2024-10-09 11:35:07
532,2025-10-30,Brute Force,High,Open,Brute Force incident with high severity; status currently open.,diana,2025-10-30 16:53:24
533,2025-06-30,Ransomware,Critical,Closed,Ransomware incident with critical severity; status currently closed.,bob,2025-06-30 07:56:51
534,2024-04-26,Brute Force,High,Closed,Brute Force incident with high severity; status currently closed.,heidi,2024-04-26 13:41:34
535,2025-04-06,Insider Threat,High,Closed,Insider Threat incident with high severity; status currently closed.,heidi,2025-04-06 14:44:40
536,2025-12-29,Password Spray,Medium,Open,Password Spray incident with medium severity; status currently open.,eve,2025-12-29 23:17:54
537,2024-12-20,Brute Force,High,Closed,Brute Force incident with high severity; status currently closed.,heidi,2024-12-20 01:09:07
538,2024-02-06,DDoS,Low,Mitigated,DDoS incident with low severity; status currently mitigated.,bob,2024-02-06 05:08:14
539,2024-11-11,DDoS,Critical,Open,DDoS incident with critical severity; status currently open.,grace,2024-11-11 17:38:11
540,2025-06-19,Data Breach,Critical,Monitoring,Data Breach incident with critical severity; status currently monitoring.,frank,2025-06-19 08:00:05
541,2025-01-09,Vulnerability Exploit,Medium,Monitoring,Vulnerability Exploit incident with medium severity; status currently monitoring.,charlie,2025-01-09 18:40:26
542,2024-12-15,Ransomware,Medium,Investigating,Ransomware incident with medium severity; status currently investigating.,grace,2024-12-15 06:25:30
543,2024-08-18,Malware,Medium,Mitigated,Malware incident with medium severity; status currently mitigated.,grace,2024-08-18 07:39:41
544,2025-12-10,DDoS,High,Closed,DDoS incident with high severity; status currently closed.,frank,2025-12-10 16:21:07
545,2025-02-28,Insider Threat,High,Closed,Insider Threat incident with high severity; status currently closed.,judy,2025-02-28 17:04:34
546,2024-04-21,Brute Force,Low,Open,Brute Force incident with low severity; status currently open.,eve,2024-04-21 03:58:53
547,2025-08-21,Insider Threat,Medium,Investigating,Insider Threat incident with medium severity; status currently investigating.,diana,2025-08-21 21:42:50
548,2025-06-24,Malware,Low,Mitigated,Malware incident with low severity; status currently mitigated.,heidi,2025-06-24 10:15:22
549,2025-03-26,DDoS,Low,Closed,DDoS incident with low severity; status currently closed.,diana,2025-03-26 04:30:39
550,2025-03-28,Unauthorized Access,Low,Mitigated,Unauthorized Access incident with low severity; status currently mitigated.,eve,2025-03-28 23:33:31
551,2025-04-03,Malware,High,Mitigated,Malware incident with high severity; status currently mitigated.,heidi,2025-04-03 09:32:39
552,2025-01-07,Unauthorized Access,Medium,Investigating,Unauthorized Access incident with medium severity; status currently investigating.,oscar,2025-01-07 23:48:46
553,2025-05-11,Phishing,Medium,Investigating,Phishing incident with medium severity; status currently investigating.,diana,2025-05-11 17:13:07
554,2024-09-05,Unauthorized Access,Low,Open,Unauthorized Access incident with low severity; status currently open.,grace,2024-09-05 14:29:29
555,2025-06-27,Vulnerability Exploit,High,Investigating,Vulnerability Exploit incident with high severity; status currently investigating.,frank,2025-06-27 12:32:08
556,2025-10-30,Malware,Medium,Open,Malware incident with medium severity; status currently open.,frank,2025-10-30 14:30:49
557,2024-05-17,Phishing,Low,Closed,Phishing incident with low severity; status currently closed.,ivan,2024-05-17 17:20:46
558,2025-12-26,Unauthorized Access,Medium,Mitigated,Unauthorized Access incident with medium severity; status currently mitigated.,ivan,2025-12-26 20:19:43
559,2024-06-27,Phishing,Medium,Closed,Phishing incident with medium severity; status currently closed.,judy,2024-06-27 07:06:43
560,2024-02-06,Brute Force,Medium,Closed,Brute Force incident with medium severity; status currently closed.,grace,2024-02-06 18:12:44
561,2025-11-11,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,eve,2025-11-11 11:07:28
562,2024-02-24,Malware,Critical,Investigating,Malware incident with critical severity; status currently investigating.,mallory,2024-02-24 16:26:43
563,2024-09-14,Malware,Low,Closed,Malware incident with low severity; status currently closed.,bob,2024-09-14 19:15:04
564,2024-06-06,Ransomware,Medium,Open,Ransomware incident with medium severity; status currently open.,heidi,2024-06-06 03:47:41
565,2025-07-23,Vulnerability Exploit,Medium,Open,Vulnerability Exploit incident with medium severity; status currently open.,frank,2025-07-23 13:00:32
566,2025-05-23,Vulnerability Exploit,High,Open,Vulnerability Exploit incident with high severity; status currently open.,oscar,2025-05-23 09:15:31
567,2025-10-12,Unauthorized Access,High,Open,Unauthorized Access incident with high severity; status currently open.,frank,2025-10-12 17:01:43
568,2025-04-25,Unauthorized Access,Medium,Mitigated,Unauthorized Access incident with medium severity; status currently mitigated.,heidi,2025-04-25 11:17:23
569,2025-02-21,Vulnerability Exploit,Critical,Closed,Vulnerability Exploit incident with critical severity; status currently closed.,judy,2025-02-21 10:32:22
570,2025-11-24,Password Spray,High,Mitigated,Password Spray incident with high severity; status currently mitigated.,ivan,2025-11-24 09:30:19
571,2025-03-31,Vulnerability Exploit,Low,Investigating,Vulnerability Exploit incident with low severity; status currently investigating.,frank,2025-03-31 08:40:05
572,2025-03-06,Brute Force,Medium,Mitigated,Brute Force incident with medium severity; status currently mitigated.,diana,2025-03-06 06:45:30
573,2024-07-26,Data Breach,High,Monitoring,Data Breach incident with high severity; status currently monitoring.,bob,2024-07-26 11:12:34
574,2024-12-16,Brute Force,Medium,Closed,Brute Force incident with medium severity; status currently closed.,charlie,2024-12-16 12:57:33
575,2025-09-25,Ransomware,Medium,Closed,Ransomware incident with medium severity; status currently closed.,frank,2025-09-25 15:18:12
576,2024-06-08,DDoS,Critical,Investigating,DDoS incident with critical severity; status currently investigating.,frank,2024-06-08 03:32:45
577,2025-01-19,Password Spray,Low,Closed,Password Spray incident with low severity; status currently closed.,diana,2025-01-19 02:48:27
578,2024-04-28,Unauthorized Access,Low,Closed,Unauthorized Access incident with low severity; status currently closed.,mallory,2024-04-28 21:20:28
579,2024-03-14,DDoS,Medium,Closed,DDoS incident with medium severity; status currently closed.,frank,2024-03-14 18:02:00
580,2025-02-01,Brute Force,Critical,Mitigated,Brute Force incident with critical severity; status currently mitigated.,charlie,2025-02-01 11:26:53
581,2025-06-07,Malware,Low,Investigating,Malware incident with low severity; status currently investigating.,ivan,2025-06-07 13:24:01
582,2025-04-02,Data Breach,Critical,Mitigated,Data Breach incident with critical severity; status currently mitigated.,grace,2025-04-02 11:53:55
583,2024-11-20,Ransomware,Medium,Mitigated,Ransomware incident with medium severity; status currently mitigated.,heidi,2024-11-20 05:03:10
584,2025-06-27,Ransomware,Low,Investigating,Ransomware incident with low severity; status currently investigating.,grace,2025-06-27 15:23:05
585,2025-11-28,Malware,Low,Closed,Malware incident with low severity; status currently closed.,alice,2025-11-28 16:19:01
586,2025-01-02,Phishing,Low,Open,Phishing incident with low severity; status currently open.,oscar,2025-01-02 23:07:02
587,2025-04-12,DDoS,Medium,Investigating,DDoS incident with medium severity; status currently investigating.,bob,2025-04-12 12:21:54
588,2024-03-02,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,alice,2024-03-02 01:02:46
589,2024-03-10,Malware,Critical,Investigating,Malware incident with critical severity; status currently investigating.,charlie,2024-03-10 15:53:32
590,2025-08-21,Ransomware,Medium,Investigating,Ransomware incident with medium severity; status currently investigating.,alice,2025-08-21 21:55:53
591,2025-09-30,Brute Force,High,Investigating,Brute Force incident with high severity; status currently investigating.,heidi,2025-09-30 20:19:01
592,2025-01-27,Data Breach,Critical,Mitigated,Data Breach incident with critical severity; status currently mitigated.,grace,2025-01-27 14:33:08
593,2025-01-02,Password Spray,Low,Investigating,Password Spray incident with low severity; status currently investigating.,frank,2025-01-02 23:25:45
594,2025-05-04,Ransomware,Medium,Investigating,Ransomware incident with medium severity; status currently investigating.,diana,2025-05-04 21:47:23
595,2024-12-20,Malware,High,Closed,Malware incident with high severity; status currently closed.,ivan,2024-12-20 13:37:53
596,2024-04-07,DDoS,Medium,Mitigated,DDoS incident with medium severity; status currently mitigated.,ivan,2024-04-07 02:28:16
597,2025-07-22,Brute Force,Critical,Investigating,Brute Force incident with critical severity; status currently investigating.,frank,2025-07-22 20:31:49
598,2024-03-24,Unauthorized Access,Low,Closed,Unauthorized Access incident with low severity; status currently closed.,oscar,2024-03-24 15:57:00
599,2025-03-31,Brute Force,Medium,Closed,Brute Force incident with medium severity; status currently closed.,eve,2025-03-31 19:28:30
600,2024-07-09,DDoS,Medium,Mitigated,DDoS incident with medium severity; status currently mitigated.,mallory,2024-07-09 13:06:49
601,2025-12-20,DDoS,Medium,Closed,DDoS incident with medium severity; status currently closed.,alice,2025-12-20 01:47:13
602,2025-11-10,Password Spray,Medium,Mitigated,Password Spray incident with medium severity; status currently mitigated.,heidi,2025-11-10 16:20:24
603,2025-06-06,Brute Force,High,Investigating,Brute Force incident with high severity; status currently investigating.,mallory,2025-06-06 23:37:08
604,2025-01-03,Insider Threat,Medium,Open,Insider Threat incident with medium severity; status currently open.,eve,2025-01-03 04:23:07
605,2024-11-09,Phishing,Medium,Open,Phishing incident with medium severity; status currently open.,grace,2024-11-09 10:03:35
606,2025-03-05,Insider Threat,High,Investigating,Insider Threat incident with high severity; status currently investigating.,bob,2025-03-05 03:46:07
607,2025-08-26,Malware,Low,Investigating,Malware incident with low severity; status currently investigating.,alice,2025-08-26 20:30:02
608,2025-04-18,Vulnerability Exploit,High,Closed,Vulnerability Exploit incident with high severity; status currently closed.,heidi,2025-04-18 18:07:10
609,2025-05-27,Unauthorized Access,Medium,Mitigated,Unauthorized Access incident with medium severity; status currently mitigated.,eve,2025-05-27 19:20:34
610,2025-10-08,Phishing,Low,Investigating,Phishing incident with low severity; status currently investigating.,charlie,2025-10-08 17:30:32
611,2025-09-18,DDoS,Critical,Closed,DDoS incident with critical severity; status currently closed.,eve,2025-09-18 02:39:34
612,2025-01-22,DDoS,Medium,Investigating,DDoS incident with medium severity; status currently investigating.,diana,2025-01-22 21:29:52
613,2024-09-07,Insider Threat,High,Mitigated,Insider Threat incident with high severity; status currently mitigated.,frank,2024-09-07 23:07:59
614,2025-10-18,Insider Threat,Medium,Investigating,Insider Threat incident with medium severity; status currently investigating.,ivan,2025-10-18 10:09:14
615,2024-01-22,Vulnerability Exploit,High,Closed,Vulnerability Exploit incident with high severity; status currently closed.,diana,2024-01-22 02:06:25
616,2025-02-25,Vulnerability Exploit,High,Closed,Vulnerability Exploit incident with high severity; status currently closed.,grace,2025-02-25 20:44:23
617,2024-02-02,Insider Threat,High,Closed,Insider Threat incident with high severity; status currently closed.,charlie,2024-02-02 14:59:40
618,2025-02-09,Malware,High,Mitigated,Malware incident with high severity; status currently mitigated.,judy,2025-02-09 05:21:19
619,2024-04-27,Vulnerability Exploit,High,Monitoring,Vulnerability Exploit incident with high severity; status currently monitoring.,frank,2024-04-27 17:56:50
620,2024-12-02,Ransomware,Low,Open,Ransomware incident with low severity; status currently open.,oscar,2024-12-02 01:00:37
621,2025-12-05,Brute Force,Critical,Monitoring,Brute Force incident with critical severity; status currently monitoring.,charlie,2025-12-05 18:33:05
622,2025-01-12,Brute Force,High,Open,Brute Force incident with high severity; status currently open.,mallory,2025-01-12 13:11:03
623,2025-10-23,Malware,Medium,Investigating,Malware incident with medium severity; status currently investigating.,alice,2025-10-23 18:08:57
624,2025-01-06,Data Breach,Medium,Mitigated,Data Breach incident with medium severity; status currently mitigated.,charlie,2025-01-06 01:43:31
625,2025-06-16,DDoS,High,Closed,DDoS incident with high severity; status currently closed.,judy,2025-06-16 07:21:50
626,2024-05-31,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,oscar,2024-05-31 21:29:41
627,2025-04-16,Ransomware,High,Closed,Ransomware incident with high severity; status currently closed.,eve,2025-04-16 04:53:42
628,2024-12-26,Vulnerability Exploit,High,Investigating,Vulnerability Exploit incident with high severity; status currently investigating.,heidi,2024-12-26 15:24:03
629,2024-12-29,Data Breach,Critical,Mitigated,Data Breach incident with critical severity; status currently mitigated.,eve,2024-12-29 00:22:00
630,2024-05-03,Vulnerability Exploit,High,Investigating,Vulnerability Exploit incident with high severity; status currently investigating.,charlie,2024-05-03 00:34:51
631,2025-03-15,Unauthorized Access,High,Investigating,Unauthorized Access incident with high severity; status currently investigating.,oscar,2025-03-15 18:33:21
632,2025-04-09,DDoS,Low,Closed,DDoS incident with low severity; status currently closed.,heidi,2025-04-09 17:31:05
633,2024-02-03,Malware,Medium,Monitoring,Malware incident with medium severity; status currently monitoring.,charlie,2024-02-03 18:21:30
634,2024-12-14,Unauthorized Access,High,Closed,Unauthorized Access incident with high severity; status currently closed.,oscar,2024-12-14 12:22:52
635,2024-08-09,Unauthorized Access,High,Mitigated,Unauthorized Access incident with high severity; status currently mitigated.,grace,2024-08-09 09:17:30
636,2024-01-18,DDoS,Critical,Closed,DDoS incident with critical severity; status currently closed.,heidi,2024-01-18 04:06:04
637,2024-03-11,Password Spray,Low,Closed,Password Spray incident with low severity; status currently closed.,bob,2024-03-11 22:17:47
638,2024-11-18,Data Breach,Medium,Closed,Data Breach incident with medium severity; status currently closed.,eve,2024-11-18 21:01:14
639,2025-12-05,Data Breach,High,Mitigated,Data Breach incident with high severity; status currently mitigated.,eve,2025-12-05 02:42:19
640,2024-09-11,Brute Force,Medium,Closed,Brute Force incident with medium severity; status currently closed.,heidi,2024-09-11 04:43:32
641,2025-10-10,DDoS,Low,Mitigated,DDoS incident with low severity; status currently mitigated.,heidi,2025-10-10 13:48:03
642,2025-09-16,Insider Threat,Critical,Closed,Insider Threat incident with critical severity; status currently closed.,oscar,2025-09-16 13:36:38
643,2024-08-26,Insider Threat,Medium,Closed,Insider Threat incident with medium severity; status currently closed.,mallory,2024-08-26 01:03:04
644,2025-04-19,Phishing,Critical,Mitigated,Phishing incident with critical severity; status currently mitigated.,eve,2025-04-19 19:58:42
645,2024-07-05,Brute Force,High,Mitigated,Brute Force incident with high severity; status currently mitigated.,mallory,2024-07-05 19:10:40
646,2024-12-17,Password Spray,Critical,Mitigated,Password Spray incident with critical severity; status currently mitigated.,charlie,2024-12-17 08:10:31
647,2025-10-31,Unauthorized Access,High,Closed,Unauthorized Access incident with high severity; status currently closed.,grace,2025-10-31 08:58:26
648,2025-05-13,Brute Force,Medium,Investigating,Brute Force incident with medium severity; status currently investigating.,oscar,2025-05-13 17:03:07
649,2024-01-19,Unauthorized Access,High,Open,Unauthorized Access incident with high severity; status currently open.,alice,2024-01-19 17:40:44
650,2025-12-08,Brute Force,Medium,Mitigated,Brute Force incident with medium severity; status currently mitigated.,bob,2025-12-08 11:39:28
651,2024-11-02,Unauthorized Access,Low,Open,Unauthorized Access incident with low severity; status currently open.,heidi,2024-11-02 06:27:36
652,2025-06-26,Vulnerability Exploit,Low,Open,Vulnerability Exploit incident with low severity; status currently open.,mallory,2025-06-26 23:35:38
653,2024-06-15,Phishing,High,Investigating,Phishing incident with high severity; status currently investigating.,diana,2024-06-15 07:20:00
654,2024-06-23,Vulnerability Exploit,High,Investigating,Vulnerability Exploit incident with high severity; status currently investigating.,grace,2024-06-23 21:06:36
655,2025-07-16,Unauthorized Access,Low,Mitigated,Unauthorized Access incident with low severity; status currently mitigated.,diana,2025-07-16 08:59:52
656,2024-09-04,Brute Force,Medium,Investigating,Brute Force incident with medium severity; status currently investigating.,diana,2024-09-04 05:25:30
657,2024-08-08,Phishing,Low,Open,Phishing incident with low severity; status currently open.,alice,2024-08-08 02:00:03
658,2024-06-26,DDoS,Critical,Closed,DDoS incident with critical severity; status currently closed.,heidi,2024-06-26 22:04:12
659,2024-12-30,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,judy,2024-12-30 23:31:29
660,2024-12-22,Brute Force,High,Closed,Brute Force incident with high severity; status currently closed.,bob,2024-12-22 09:58:12
661,2025-12-22,Phishing,Low,Investigating,Phishing incident with low severity; status currently investigating.,frank,2025-12-22 22:55:09
662,2024-08-19,Phishing,Low,Mitigated,Phishing incident with low severity; status currently mitigated.,ivan,2024-08-19 16:46:56
663,2025-08-03,Phishing,High,Open,Phishing incident with high severity; status currently open.,frank,2025-08-03 04:10:29
664,2024-08-31,Vulnerability Exploit,Medium,Closed,Vulnerability Exploit incident with medium severity; status currently closed.,heidi,2024-08-31 04:48:13
665,2024-03-14,Password Spray,High,Closed,Password Spray incident with high severity; status currently closed.,eve,2024-03-14 21:02:27
666,2025-10-23,Ransomware,Medium,Monitoring,Ransomware incident with medium severity; status currently monitoring.,ivan,2025-10-23 21:45:32
667,2024-09-16,Password Spray,Medium,Open,Password Spray incident with medium severity; status currently open.,alice,2024-09-16 02:10:15
668,2025-09-14,Malware,Critical,Mitigated,Malware incident with critical severity; status currently mitigated.,frank,2025-09-14 08:34:12
669,2025-04-01,DDoS,Low,Mitigated,DDoS incident with low severity; status currently mitigated.,frank,2025-04-01 07:32:19
670,2024-06-20,DDoS,Low,Monitoring,DDoS incident with low severity; status currently monitoring.,diana,2024-06-20 03:13:22
671,2024-12-26,Phishing,Medium,Open,Phishing incident with medium severity; status currently open.,grace,2024-12-26 09:04:52
672,2025-12-05,Password Spray,Low,Mitigated,Password Spray incident with low severity; status currently mitigated.,charlie,2025-12-05 02:21:58
673,2024-02-10,Ransomware,High,Mitigated,Ransomware incident with high severity; status currently mitigated.,alice,2024-02-10 00:00:51
674,2024-01-24,Ransomware,Medium,Closed,Ransomware incident with medium severity; status currently closed.,grace,2024-01-24 19:32:31
675,2024-10-08,Unauthorized Access,Medium,Monitoring,Unauthorized Access incident with medium severity; status currently monitoring.,bob,2024-10-08 04:34:45
676,2024-02-19,Unauthorized Access,Medium,Open,Unauthorized Access incident with medium severity; status currently open.,ivan,2024-02-19 19:51:25
677,2025-02-28,Phishing,High,Open,Phishing incident with high severity; status currently open.,mallory,2025-02-28 08:24:43
678,2025-10-30,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,bob,2025-10-30 06:14:14
679,2024-07-25,Ransomware,Low,Mitigated,Ransomware incident with low severity; status currently mitigated.,charlie,2024-07-25 12:52:58
680,2024-03-22,Phishing,High,Investigating,Phishing incident with high severity; status currently investigating.,heidi,2024-03-22 14:21:45
681,2025-09-10,Data Breach,Medium,Investigating,Data Breach incident with medium severity; status currently investigating.,judy,2025-09-10 11:26:43
682,2024-07-22,Unauthorized Access,High,Open,Unauthorized Access incident with high severity; status currently open.,heidi,2024-07-22 16:54:43
683,2025-11-14,Brute Force,Medium,Mitigated,Brute Force incident with medium severity; status currently mitigated.,charlie,2025-11-14 13:07:28
684,2024-04-11,Malware,High,Closed,Malware incident with high severity; status currently closed.,bob,2024-04-11 17:47:40
685,2025-06-21,Unauthorized Access,Critical,Closed,Unauthorized Access incident with critical severity; status currently closed.,oscar,2025-06-21 20:52:16
686,2024-03-07,Insider Threat,High,Investigating,Insider Threat incident with high severity; status currently investigating.,bob,2024-03-07 11:11:06
687,2025-06-17,Unauthorized Access,Medium,Investigating,Unauthorized Access incident with medium severity; status currently investigating.,bob,2025-06-17 11:05:06
688,2024-05-22,Unauthorized Access,High,Closed,Unauthorized Access incident with high severity; status currently closed.,ivan,2024-05-22 17:39:34
689,2024-05-06,Phishing,Medium,Mitigated,Phishing incident with medium severity; status currently mitigated.,bob,2024-05-06 22:41:40
690,2025-05-07,Password Spray,Medium,Mitigated,Password Spray incident with medium severity; status currently mitigated.,alice,2025-05-07 05:39:44
691,2025-10-10,Vulnerability Exploit,Medium,Open,Vulnerability Exploit incident with medium severity; status currently open.,eve,2025-10-10 21:14:57
